"","WARD","FAC_NUM","ELEC_NUM","SCHOOLS","TRADE","HEALTH","E_SCHOOLS","E_TRADE","E_HEALTH","Male","Female","total_pop","fac_1000","elec_fac_1000","schools_1000","trade_1000","health_1000","e_schools_1000","e_trade_1000","e_health_1000","crop_diversity","crop_intensity","gov_irrigation","prop_irrigation","small_irrigation","distance_major_roads","distance_second_roads","distance_major_town","water_points","num_equity","distance_rivers","num_offgrid","ward_area","dist_trans","pop_density"
"719","SALA",3,1,1,0,2,0,0,1,15,1128,1143,2.624671916,0.874890639,0.874890639,0,1.749781277,0,0,0.874890639,0,32.5,0,0,18,0.165297465867,0.165297465867,16015.23814682,1,0,9.63855197397,0,790,179,1.44683544303797
"720","SAMBIRIR",26,14,5,13,8,5,6,3,703,131,834,31.17505995,16.78657074,5.995203837,15.58752998,9.592326139,5.995203837,7.194244604,3.597122302,0,65.86956522,0,0,7,13.4822520792,13.4822520792,52324.89860194,0,0,11.1751662517,0,378,10,2.20634920634921
"721","SANGAILU",12,0,0,11,1,0,0,0,737,405,1142,10.50788091,0,0,9.632224168,0.875656743,0,0,0,0,35,0,0,0,97.6935953913,97.6935953913,82427.00831299,0,0,86.2922071792,0,1289,205,0.885958107059736
"722","SANGO",23,13,5,15,3,4,6,3,711,139,850,27.05882353,15.29411765,5.882352941,17.64705882,3.529411765,4.705882353,7.058823529,3.529411765,2.5425,75.71428571,0,0,0,5.95203874999,5.95203874999,31134.39836202,0,0,2.12985708326,0,45,22,18.8888888888889
"723","SANKURI",12,3,1,5,6,1,0,2,31,1161,1192,10.06711409,2.516778523,0.838926174,4.194630872,5.033557047,0.838926174,0,1.677852349,0,0,0,0,0,25.3703141369,25.3703141369,32851.38352539,0,0,13.5634961875,0,1095,179,1.08858447488584
"724","SARMAN",9,0,1,3,5,0,0,0,904,529,1433,6.280530356,0,0.697836706,2.093510119,3.489183531,0,0,0,0,0,0,0,0,28.4340132561,28.4340132561,77598.0845582,2,0,50.1419212435,0,1113,217,1.28751123090746
"725","SEKERR",14,4,1,11,2,0,3,1,320,1439,1759,7.959067652,2.274019329,0.568504832,6.253553155,1.137009665,0,1.705514497,0.568504832,0,21.66666667,0,0,0,6.73275235246,6.73275235246,63447.77825908,0,0,19.0370999279,0,602,5,2.921926910299
"726","SENGWER",37,13,5,26,6,5,4,4,438,1554,1992,18.57429719,6.526104418,2.510040161,13.05220884,3.012048193,2.510040161,2.008032129,2.008032129,1.5,65.55555556,0,0,0,17.6758753485,17.6758753485,20402.98735881,0,0,19.3402736064,0,154,44,12.9350649350649
"727","SHAMATA",119,103,31,57,31,30,42,31,744,204,948,125.5274262,108.649789,32.70042194,60.12658228,32.70042194,31.64556962,44.30379747,32.70042194,1.48375,50,0,0,1,12.3722860577,12.3722860577,31514.96658321,0,1,15.4859320571,0,303,12,3.12871287128713
"728","SHANKOE",10,0,2,6,2,0,0,0,1023,477,1500,6.666666667,0,1.333333333,4,1.333333333,0,0,0,4.87,39,0,0,0,30.5364780156,30.5364780156,6035.22182897,0,1,12.1575414473,1,215,37,6.97674418604651
"729","SHAURIMOYO KALOLENI",4,4,3,1,0,3,1,0,196,1254,1450,2.75862069,2.75862069,2.068965517,0.689655172,0,2.068965517,0.689655172,0,1.285,52.5,0,0,0,0.0807000014638,0.0807000014638,2887.286975,0,3,18.7642414708,0,4,1,362.5
"730","SHELLA",6,2,1,4,1,1,0,1,1454,884,2338,2.566295979,0.855431993,0.427715997,1.710863986,0.427715997,0.427715997,0,0.427715997,0,60,0,0,0,1.51195682716,1.51195682716,1130.73709483,0,2,7.75923534969,0,9,2,259.777777777778
"732","SHIMO LA TEWA",4,4,1,2,1,1,2,1,1507,940,2447,1.634654679,1.634654679,0.40866367,0.81732734,0.40866367,0.40866367,0.81732734,0.40866367,0,40,0,0,0,1.72458418653,1.72458418653,15858.57692003,0,4,84.297344952,0,29,3,84.3793103448276
"733","SHIRERE",4,4,1,2,1,1,2,1,1148,553,1701,2.351557907,2.351557907,0.587889477,1.175778954,0.587889477,0.587889477,1.175778954,0.587889477,3.745,67.5,0,0,0,1.09478212907,1.09478212907,2379.40742161,0,1,11.0328492582,11,17,1,100.058823529412
"734","SIANA",28,0,1,17,10,0,0,0,1208,679,1887,14.83836778,0,0.529941706,9.009009009,5.299417064,0,0,0,0.33333333,31.15384615,0,0,0,52.0150542845,52.0150542845,66042.47943037,1,0,34.4913830652,13,2759,9,0.683943457774556
"735","SIBOTI",9,3,2,6,1,1,1,1,1226,645,1871,4.810261892,1.603420631,1.068947087,3.206841261,0.534473544,0.534473544,0.534473544,0.534473544,3.962,50,0,0,1,10.7159262059,10.7159262059,15105.9212509,0,0,27.452528735,0,60,0,31.1833333333333
"736","SIGONA",15,13,3,9,3,3,7,3,945,400,1345,11.15241636,9.665427509,2.230483271,6.691449814,2.230483271,2.230483271,5.204460967,2.230483271,1.894,56.66666667,0,0,0,0.924479846691,0.924479846691,21342.59239601,0,0,16.6424373338,0,24,1,56.0416666666667
"737","SILALE",5,0,0,4,1,0,0,0,655,344,999,5.005005005,0,0,4.004004004,1.001001001,0,0,0,0,0,0,0,0,54.3084145261,54.3084145261,60467.98735791,0,0,51.4053116442,0,436,52,2.29128440366972
"738","SINGORWET",1,1,1,0,0,1,0,0,1348,785,2133,0.468823254,0.468823254,0.468823254,0,0,0.468823254,0,0,2.02,85,0,0,0,27.2377872187,27.2377872187,7868.53137362,0,0,2.40753249253,0,35,22,60.9428571428571
"739","SINOKO",36,12,9,22,5,3,7,2,591,39,630,57.14285714,19.04761905,14.28571429,34.92063492,7.936507937,4.761904762,11.11111111,3.174603175,2.01571429,72.85714286,0,0,0,4.82068023898,4.82068023898,17571.19948689,0,0,2.37724443318,0,52,35,12.1153846153846
"740","SIRENDE",22,22,8,12,2,8,12,2,751,184,935,23.52941176,23.52941176,8.556149733,12.8342246,2.139037433,8.556149733,12.8342246,2.139037433,1.37333333,88.57142857,0,0,0,2.14752814535,2.14752814535,9129.41397834,0,0,1.34682486692,0,36,46,25.9722222222222
"741","SITIKHO",25,16,8,12,5,5,7,4,1106,539,1645,15.19756839,9.726443769,4.863221884,7.294832827,3.039513678,3.039513678,4.255319149,2.431610942,2.91333333,62.85714286,0,0,1,12.2197856033,12.2197856033,14922.66204817,0,0,3.59788374184,0,79,8,20.8227848101266
"742","SOGOO",17,1,5,10,2,0,0,1,1043,504,1547,10.98901099,0.646412411,3.232062056,6.464124111,1.292824822,0,0,0.646412411,1.5,72.14285714,0,0,0,20.1881769639,20.1881769639,27457.21430199,0,0,3.95477543182,0,87,52,17.7816091954023
"743","SOKOKE",36,13,11,18,7,5,5,3,1470,866,2336,15.4109589,5.565068493,4.70890411,7.705479452,2.996575342,2.140410959,2.140410959,1.284246575,0,28.4375,0,0,2,29.0828153069,29.0828153069,40412.58771405,0,0,22.1997706389,0,829,25,2.81785283474065
"744","SOKONI",8,3,2,5,1,2,0,1,1293,703,1996,4.008016032,1.503006012,1.002004008,2.50501002,0.501002004,1.002004008,0,0.501002004,0,83.33333333,0,0,0,1.12320315982,1.12320315982,1424.88153091,0,0,47.8958806271,0,7,6,285.142857142857
"745","SONGHOR/SOBA",125,23,25,66,34,6,12,5,1425,869,2294,54.48997384,10.02615519,10.89799477,28.77070619,14.82127289,2.615518745,5.231037489,2.179598954,1.329,67.85714286,0,0,0,24.2918959225,24.2918959225,39952.31565679,0,1,0.27492228771,0,204,14,11.2450980392157
"746","SONGOT",7,0,1,4,2,0,0,0,360,1542,1902,3.680336488,0,0.525762355,2.103049422,1.051524711,0,0,0,0,0,0,0,0,45.2670175378,45.2670175378,111006.12928235,0,0,92.828042672,0,5046,281,0.376932223543401
"747","SOOK",40,2,8,21,11,2,0,0,106,1195,1301,30.74558032,1.537279016,6.149116065,16.14142967,8.455034589,1.537279016,0,0,0,15,0,0,0,13.5212548936,13.5212548936,44803.32207057,0,0,20.2831985154,1,187,24,6.9572192513369
"748","SOUTH BUKUSU",19,12,6,11,2,4,6,2,732,148,880,21.59090909,13.63636364,6.818181818,12.5,2.272727273,4.545454545,6.818181818,2.272727273,3.40666667,50,0,0,2,14.3496089332,14.3496089332,9247.7317804,0,0,15.7940784734,0,48,12,18.3333333333333
"749","SOUTH C",3,3,1,0,2,1,0,2,1495,927,2422,1.238645747,1.238645747,0.412881916,0,0.825763832,0.412881916,0,0.825763832,0,0,0,0,0,0.328635891705,0.328635891705,4637.72210706,0,0,6.69954171868,0,3,2,807.333333333333
"750","SOUTH EAST ALEGO",43,37,11,21,11,10,17,10,1486,893,2379,18.07482135,15.55275326,4.623791509,8.827238335,4.623791509,4.203446826,7.145859605,4.203446826,1.83666667,50,0,0,2,15.6777319656,15.6777319656,26697.57578225,0,1,6.08169908315,0,197,34,12.0761421319797
"751","SOUTH EAST NYAKACH",25,25,6,15,4,6,15,4,1108,525,1633,15.30924679,15.30924679,3.674219228,9.185548071,2.449479486,3.674219228,9.185548071,2.449479486,1.95,50.83333333,0,0,0,3.47716793653,3.47716793653,19252.41357531,0,0,14.3354211107,0,54,26,30.2407407407407
"752","SOUTH GEM",5,2,1,1,3,0,0,2,1110,509,1619,3.088326127,1.235330451,0.617665225,0.617665225,1.852995676,0,0,1.235330451,1.4225,50,0,0,1,14.3467885628,14.3467885628,39310.82378228,0,0,1.7546976138,0,96,18,16.8645833333333
"753","SOUTH KABRAS",35,35,8,20,7,8,20,7,1386,805,2191,15.97444089,15.97444089,3.651300776,9.12825194,3.194888179,3.651300776,9.12825194,3.194888179,3.83,60,0,0,0,4.75021339285,4.75021339285,12870.74037201,0,0,6.70392284814,0,60,13,36.5166666666667
"754","SOUTH KASIPUL",19,9,12,3,4,6,1,2,850,251,1101,17.25703906,8.174386921,10.89918256,2.72479564,3.633060854,5.449591281,0.908265213,1.816530427,2.954,42.5,0,0,0,0.789105579866,0.789105579866,19467.85129335,0,1,23.2097941772,0,40,19,27.525
"755","SOUTH WEST NYAKACH",27,10,11,8,8,6,3,1,339,1375,1714,15.75262544,5.834305718,6.417736289,4.667444574,4.667444574,3.500583431,1.750291715,0.583430572,1.61166667,39.16666667,0,0,0,7.35482568108,7.35482568108,21438.61891232,0,0,10.5554903837,0,48,31,35.7083333333333
"756","SOY",34,34,8,12,14,8,12,14,838,301,1139,29.85074627,29.85074627,7.023705004,10.53555751,12.29148376,7.023705004,10.53555751,12.29148376,1.3275,70.90909091,0,0,0,9.36639564604,9.36639564604,23506.50038475,0,0,18.7612526897,0,136,21,8.375
"757","SOY NORTH",50,27,7,34,9,6,15,6,200,1296,1496,33.42245989,18.04812834,4.679144385,22.72727273,6.016042781,4.010695187,10.02673797,4.010695187,1,29.33333333,0,0,0,29.3682711919,29.3682711919,34846.25553875,0,0,4.29804377277,0,220,19,6.8
"758","SOYSAMBU/ MITUA",20,6,7,10,3,2,4,0,1053,467,1520,13.15789474,3.947368421,4.605263158,6.578947368,1.973684211,1.315789474,2.631578947,0,2.96285714,71.25,0,0,0,11.4444572178,11.4444572178,26618.75448633,0,0,3.15707526772,0,52,25,29.2307692307692
"759","SUAM",10,4,3,3,4,1,2,1,722,242,964,10.37344398,4.149377593,3.112033195,3.112033195,4.149377593,1.037344398,2.074688797,1.037344398,0,0,0,0,0,30.9315291893,30.9315291893,35276.80262765,0,0,5.06408874645,0,398,69,2.42211055276382
"760","SUGUTA MARMAR",14,0,2,10,2,0,0,0,72,1153,1225,11.42857143,0,1.632653061,8.163265306,1.632653061,0,0,0,0,29.09090909,0,0,0,90.8383007019,90.8383007019,23883.7689452,1,0,43.044800467,0,594,85,2.06228956228956
"761","SUSWA",14,13,3,6,5,3,5,5,471,1595,2066,6.776379477,6.292352372,1.452081317,2.904162633,2.420135528,1.452081317,2.420135528,2.420135528,0,56.15384615,0,0,0,12.2547259413,12.2547259413,37853.77962767,1,0,32.5070866503,0,312,21,6.62179487179487
"762","SYOKIMAU/MULOLONGO",7,7,3,2,2,3,2,2,1438,907,2345,2.985074627,2.985074627,1.279317697,0.852878465,0.852878465,1.279317697,0.852878465,0.852878465,0,15,0,0,0,1.7487514417,1.7487514417,16449.58262455,0,5,6.69965723752,1,24,2,97.7083333333333
"763","TALA",17,15,7,9,1,7,7,1,864,327,1191,14.27371956,12.59445844,5.877413938,7.556675063,0.839630563,5.877413938,5.877413938,0.839630563,2.27666667,31.25,0,0,0,18.9448737494,18.9448737494,27762.79519498,0,0,14.3385847913,0,42,21,28.3571428571429
"764","TAMBACH",17,17,5,9,3,5,9,3,250,1337,1587,10.71203529,10.71203529,3.150598614,5.671077505,1.890359168,3.150598614,5.671077505,1.890359168,0,42.14285714,0,0,0,33.3419166612,33.3419166612,34620.58539326,0,0,4.60968483144,0,182,3,8.71978021978022
"765","TANGULBEI/KOROSSI",15,0,1,8,6,0,0,0,411,1493,1904,7.878151261,0,0.525210084,4.201680672,3.151260504,0,0,0,0,15,1,0,0,55.7001249169,55.7001249169,62592.99773878,0,0,62.8173819624,0,753,56,2.52855245683931
"766","TAPACH",36,15,8,21,7,3,9,3,917,338,1255,28.68525896,11.95219124,6.374501992,16.73306773,5.577689243,2.390438247,7.171314741,2.390438247,0,39.41176471,0,0,0,13.7231939681,13.7231939681,31407.96822353,0,1,32.4455630807,0,243,24,5.16460905349794
"767","TARBAJ",23,1,2,9,12,1,0,0,1061,683,1744,13.18807339,0.573394495,1.146788991,5.160550459,6.880733945,0.573394495,0,0,0,0,0,0,0,4.72442681287,4.72442681287,36226.46572851,7,0,36.1354268479,0,2272,237,0.767605633802817
"768","TEBESONIK",167,167,68,54,45,68,54,45,584,67,651,256.5284178,256.5284178,104.4546851,82.94930876,69.12442396,104.4546851,82.94930876,69.12442396,1.97166667,83.75,0,0,0,16.0728316998,16.0728316998,6208.73222511,0,1,14.5218183827,0,67,12,9.71641791044776
"769","TENGES",24,16,6,11,7,6,5,5,1635,1069,2704,8.875739645,5.917159763,2.218934911,4.068047337,2.588757396,2.218934911,1.849112426,1.849112426,0,38.125,0,0,0,16.8751302644,16.8751302644,27158.18048929,0,0,9.344939009,0,113,15,23.929203539823
"770","TERIK",29,18,9,14,6,6,9,3,554,10,564,51.41843972,31.91489362,15.95744681,24.82269504,10.63829787,10.63829787,15.95744681,5.319148936,1.46666667,45.71428571,0,0,0,9.57923610318,9.57923610318,16113.39120507,0,0,16.4951420843,0,49,8,11.5102040816327
"771","TEZO",14,3,4,6,4,1,1,1,869,320,1189,11.7746005,2.52312868,3.364171573,5.046257359,3.364171573,0.841042893,0.841042893,0.841042893,0,80,0,0,0,0.342497512764,0.342497512764,10080.47178162,2,2,38.9898973455,0,72,6,16.5138888888889
"772","THANGE",42,14,16,22,4,5,8,1,1178,663,1841,22.81368821,7.604562738,8.690928843,11.95002716,2.172732211,2.715915263,4.345464422,0.543183053,0.33,56.875,0,0,0,5.29672736595,5.29672736595,86646.77721979,1,0,28.0714316766,0,411,2,4.47931873479319
"773","THARAKA",28,5,9,16,3,1,3,1,130,1191,1321,21.19606359,3.785011355,6.813020439,12.11203634,2.271006813,0.757002271,2.271006813,0.757002271,1.37,41,0,0,0,43.5626755322,43.5626755322,44669.519419,0,1,8.685511099,0,382,9,3.45811518324607
"774","THEGU RIVER",241,238,69,97,75,68,95,75,620,110,730,330.1369863,326.0273973,94.52054795,132.8767123,102.739726,93.15068493,130.1369863,102.739726,0.72777778,70,0,0,2,5.3607275009,5.3607275009,20076.17238142,0,0,1.61007115032,0,204,7,3.57843137254902
"775","THETA",7,4,1,4,2,0,3,1,685,126,811,8.631319359,4.932182491,1.233045623,4.932182491,2.466091245,0,3.699136868,1.233045623,3.0675,79,0,0,0,6.38541274504,6.38541274504,14833.27620798,0,0,24.4156815848,0,25,0,32.44
"776","THIBA",23,18,4,16,3,4,11,3,731,188,919,25.02720348,19.58650707,4.352557127,17.41022851,3.264417845,4.352557127,11.9695321,3.264417845,2.41666667,71.66666667,0,0,0,2.34668616357,2.34668616357,13963.13239258,0,0,2.31722206061,0,34,5,27.0294117647059
"777","TIMAU",7,7,7,0,0,7,0,0,1297,753,2050,3.414634146,3.414634146,3.414634146,0,0,3.414634146,0,0,0,61.76470588,0,0,0,8.08230646906,8.08230646906,15955.00115051,0,0,18.9426341299,0,362,18,5.66298342541436
"778","TING'ANG'A",11,5,2,7,2,2,3,0,503,1606,2109,5.215742058,2.370791844,0.948316738,3.319108582,0.948316738,0.948316738,1.422475107,0,2.48333333,72.27272727,0,0,0,10.1009576915,10.1009576915,16946.20041153,0,0,27.0587899875,0,48,5,43.9375
"779","TIRIOKO",17,0,0,8,9,0,0,0,756,287,1043,16.2991371,0,0,7.670182167,8.628954938,0,0,0,0,15,0,0,0,25.5968331253,25.5968331253,83676.04412916,0,0,17.1569133612,0,966,28,1.07971014492754
"780","TIWI",23,2,3,20,0,1,1,0,468,1564,2032,11.31889764,0.984251969,1.476377953,9.842519685,0,0.492125984,0.492125984,0,0,31.66666667,0,0,1,0.160505926854,0.160505926854,15031.45620528,0,0,119.578587922,0,48,11,42.3333333333333
"781","TONGAREN",36,15,17,16,3,6,7,2,1283,708,1991,18.08136615,7.533902562,8.538422903,8.036162732,1.506780512,3.013561025,3.515821195,1.004520342,2.58142857,64.28571429,0,0,0,10.9692578161,10.9692578161,26255.21489381,0,0,5.02449104753,0,71,25,28.0422535211268
"782","TOWNSHIP",44,25,10,29,5,10,10,5,455,1523,1978,22.24469161,12.63902932,5.055611729,14.66127401,2.527805865,5.055611729,5.055611729,2.527805865,3.475,68.125,0,0,1,7.01851177596,7.01851177596,1165.67742683,0,4,21.4562744415,0,33,4,59.9393939393939
"791","TULIMANI",63,43,21,37,5,12,26,5,1325,725,2050,30.73170732,20.97560976,10.24390244,18.04878049,2.43902439,5.853658537,12.68292683,2.43902439,2.11,44.375,0,0,0,25.5081733063,25.5081733063,17794.83854927,0,0,30.6575825185,0,131,17,15.6488549618321
"792","TURKWEL",24,2,4,14,6,1,0,1,1497,913,2410,9.958506224,0.829875519,1.659751037,5.809128631,2.489626556,0.414937759,0,0.414937759,0,0,0,0,1,16.3246389963,16.3246389963,32417.44599683,6,0,7.58309068115,1,4147,141,0.581142994936098
"793","UGUNJA",5,5,1,1,3,1,1,3,1408,788,2196,2.276867031,2.276867031,0.455373406,0.455373406,1.366120219,0.455373406,0.455373406,1.366120219,2.8525,53.75,0,0,6,0.405606840626,0.405606840626,36980.55038011,0,3,0.547870076141,0,84,43,26.1428571428571
"794","UKIA",41,22,13,20,8,8,9,5,1399,818,2217,18.49345963,9.923319802,5.863779883,9.02119982,3.608479928,3.608479928,4.059539919,2.255299955,2.38333333,49.44444444,0,0,0,29.8772080172,29.8772080172,13230.84808815,0,2,29.9830558127,1,160,29,13.85625
"795","UKUNDA",4,0,3,1,0,0,0,0,1350,812,2162,1.85013876,0,1.38760407,0.46253469,0,0,0,0,0,25,0,0,0,0.245859062825,0.245859062825,19372.59860813,0,0,130.208180199,0,28,18,77.2142857142857
"796","UKWALA",190,126,67,90,33,59,48,19,618,1582,2200,86.36363636,57.27272727,30.45454545,40.90909091,15,26.81818182,21.81818182,8.636363636,2.99333333,47.5,0,0,1,5.49096500828,5.49096500828,32924.90996422,0,1,3.47469321206,0,53,51,41.5094339622642
"797","UMOJA I",1,1,0,0,1,0,0,1,1499,895,2394,0.417710944,0.417710944,0,0,0.417710944,0,0,0.417710944,0,0,0,0,0,4.32331098241,4.32331098241,8498.73467253,0,0,12.5007571822,0,2,1,1197
"798","UPPER KAEWA/IVETI",34,24,7,23,4,5,15,4,957,375,1332,25.52552553,18.01801802,5.255255255,17.26726727,3.003003003,3.753753754,11.26126126,3.003003003,3.16333333,53.75,0,0,2,20.9604697141,20.9604697141,7908.4952075,0,0,30.9309007163,0,35,7,38.0571428571429
"799","UPPER SAVANNAH",1,1,0,1,0,0,1,0,1483,932,2415,0.414078675,0.414078675,0,0.414078675,0,0,0.414078675,0,0,0,0,0,0,4.17210572329,4.17210572329,9480.60337707,0,0,11.6264833992,0,3,2,805
"800","USONGA",14,7,4,8,2,0,7,0,162,1207,1369,10.22644266,5.113221329,2.92184076,5.843681519,1.46092038,0,5.113221329,0,2.685,64,0,0,3,24.0571688185,24.0571688185,15030.43032593,0,0,4.98715624089,0,92,57,14.8804347826087
"801","UTALII",1,1,0,0,1,0,0,1,1352,855,2207,0.453103761,0.453103761,0,0,0.453103761,0,0,0.453103761,0,0,0,0,0,0.0856960047281,0.0856960047281,6524.97086899,0,0,14.6845881612,0,2,0,1103.5
"802","UTAWALA",2,2,2,0,0,2,0,0,1147,608,1755,1.13960114,1.13960114,1.13960114,0,0,1.13960114,0,0,0,0,0,0,0,3.8178160401,3.8178160401,10410.66633989,0,0,11.4318736566,0,3,3,585
"803","UTHIRU",3,3,1,1,1,1,1,1,782,218,1000,3,3,1,1,1,1,1,1,0,95,0,0,0,1.45065564789,1.45065564789,11397.36934206,0,0,10.1946007525,0,3,1,333.333333333333
"804","UTHIRU/RUTHIMITU",9,9,7,2,0,7,2,0,1215,638,1853,4.856988667,4.856988667,3.777657852,1.079330815,0,3.777657852,1.079330815,0,0,60,0,0,0,0.999773583645,0.999773583645,11781.26064127,0,6,7.6420699646,0,8,2,231.625
"805","VANGA",31,9,2,22,7,2,6,1,1349,764,2113,14.67108377,4.2593469,0.946521533,10.41173687,3.312825367,0.946521533,2.8395646,0.473260767,0,35.55555556,0,0,5,0.807084539829,0.807084539829,56034.39627595,0,2,163.868287706,0,271,55,7.7970479704797
"806","VIWANDANI",2,2,0,0,2,0,0,2,1484,948,2432,0.822368421,0.822368421,0,0,0.822368421,0,0,0.822368421,0.89,76.92307692,0,0,0,0.0579774538189,0.0579774538189,4079.53492099,0,0,33.3197156935,0,79,0,30.7848101265823
"808","WAA",54,54,19,23,12,19,23,12,1374,816,2190,24.65753425,24.65753425,8.675799087,10.50228311,5.479452055,8.675799087,10.50228311,5.479452055,0,44.16666667,0,0,3,1.48617309544,1.48617309544,12272.5066528,0,0,111.542124524,0,68,5,32.2058823529412
"809","WABERA",11,0,0,11,0,0,0,0,299,1359,1658,6.634499397,0,0,6.634499397,0,0,0,0,0,32,0,0,0,0.0896248198792,0.0896248198792,1969.07406458,0,5,22.7956934952,0,18,41,92.1111111111111
"810","WABERI",76,60,20,35,21,20,19,21,564,47,611,124.386252,98.19967267,32.73322422,57.28314239,34.36988543,32.73322422,31.09656301,34.36988543,0,60,1,0,0,1.32158654755,1.32158654755,14750.95494475,0,0,14.0937596057,0,88,195,6.94318181818182
"811","WAGALLA",17,0,1,11,5,0,0,0,1605,1078,2683,6.336190831,0,0.372717108,4.099888185,1.863585539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"812","WAGBERI",5,0,2,1,2,0,0,0,735,294,1029,4.859086492,0,1.943634597,0.971817298,1.943634597,0,0,0,0,0,0,0,0,0.733939401474,0.733939401474,3644.2675211,1,0,22.6552563609,0,49,248,21
"813","WAIA/KAKO",62,21,16,39,7,7,13,1,727,161,888,69.81981982,23.64864865,18.01801802,43.91891892,7.882882883,7.882882883,14.63963964,1.126126126,1.79666667,42.22222222,0,0,0,44.5357611556,44.5357611556,14035.70605524,0,0,18.751402028,0,199,43,4.46231155778894
"814","WAITHAKA",3,3,2,0,1,2,0,1,1138,587,1725,1.739130435,1.739130435,1.15942029,0,0.579710145,1.15942029,0,0.579710145,0,60,0,0,0,2.57240472626,2.57240472626,10653.67527661,0,0,6.51816001723,0,6,2,287.5
"815","WAMBA NORTH",11,0,0,5,6,0,0,0,62,1141,1203,9.143807149,0,0,4.156275977,4.987531172,0,0,0,0,35,0,0,0,57.2884325876,57.2884325876,63594.59400307,0,0,63.2992582233,0,2628,36,0.457762557077626
"816","WAMBA WEST",10,0,0,5,5,0,0,0,165,1193,1358,7.36377025,0,0,3.681885125,3.681885125,0,0,0,0,0,0,0,0,69.7328882996,69.7328882996,59999.05667074,0,0,11.4958808208,0,1336,19,1.01646706586826
"817","WAMUMU",188,176,61,85,42,59,75,42,377,1485,1862,100.9667025,94.52201933,32.76047261,45.64983888,22.55639098,31.68635875,40.2792696,22.55639098,1.45166667,85,0,0,0,5.64338579765,5.64338579765,20732.20412673,0,0,1.41247195257,0,57,4,32.6666666666667
"818","WAMUNYU",51,31,19,23,9,13,16,2,860,293,1153,44.23243712,26.88638335,16.47875108,19.94796184,7.805724198,11.27493495,13.87684302,1.734605377,1.246,46,0,0,0,34.091416834,34.091416834,37430.03440846,0,1,5.54246865692,0,211,37,5.46445497630332
"819","WANGCHIENG",10,10,7,3,0,7,3,0,1252,648,1900,5.263157895,5.263157895,3.684210526,1.578947368,0,3.684210526,1.578947368,0,2.216,50.83333333,0,0,1,17.486385382,17.486385382,24874.73065588,0,0,14.1763070141,0,182,26,10.4395604395604
"820","WANGU",38,29,11,22,5,11,13,5,1041,435,1476,25.74525745,19.64769648,7.452574526,14.90514905,3.387533875,7.452574526,8.807588076,3.387533875,3.355,65,0,0,0,20.3866985729,20.3866985729,14961.05147117,0,3,6.63653633539,0,51,15,28.9411764705882
"821","WANJOHI",106,82,30,47,29,26,34,22,1202,623,1825,58.08219178,44.93150685,16.43835616,25.75342466,15.89041096,14.24657534,18.63013699,12.05479452,1.807,55.90909091,0,0,3,25.0395317487,25.0395317487,39817.55495133,0,0,12.3916442319,0,264,4,6.91287878787879
"822","WARGADUD",24,7,3,8,13,1,0,6,1120,704,1824,13.15789474,3.837719298,1.644736842,4.385964912,7.127192982,0.548245614,0,3.289473684,0,0,0,0,0,6.95926888984,6.95926888984,70537.12238978,1,2,28.1585128855,0,1490,270,1.2241610738255
"823","WASO",5,4,1,3,1,1,2,1,343,1486,1829,2.733734281,2.186987425,0.546746856,1.640240569,0.546746856,0.546746856,1.093493712,0.546746856,0,35,0,0,0,42.8152778033,42.8152778033,74741.60768977,0,0,34.7334591733,0,4686,30,0.390311566367904
"824","WATAMU",15,15,4,9,2,4,9,2,833,332,1165,12.87553648,12.87553648,3.433476395,7.725321888,1.716738197,3.433476395,7.725321888,1.716738197,0,55,0,0,0,2.90127121368,2.90127121368,11154.97598479,0,0,16.1498370711,0,55,5,21.1818181818182
"825","WAYU",10,0,1,6,3,0,0,0,153,1223,1376,7.26744186,0,0.726744186,4.360465116,2.180232558,0,0,0,0,46.25,1,0,0,56.1719442979,56.1719442979,115432.16848308,8,0,8.44776361533,1,7809,121,0.176206940709438
"826","WEIWEI",39,0,8,22,9,0,0,0,1045,494,1539,25.3411306,0,5.198180637,14.29499675,5.847953216,0,0,0,0,45.29411765,0,0,0,3.69030238434,3.69030238434,45325.97727133,0,2,25.423804782,1,413,12,3.72639225181598
"827","WERU",34,16,8,23,3,4,10,2,897,321,1218,27.91461412,13.136289,6.568144499,18.88341544,2.463054187,3.28407225,8.210180624,1.642036125,1.48888889,62.69230769,0,0,0,15.19408569,15.19408569,16238.68618932,0,1,14.5261251243,0,156,2,7.80769230769231
"828","WERUGHA",26,0,4,21,1,0,0,0,1597,1036,2633,9.874667679,0,1.519179643,7.975693126,0.379794911,0,0,0,0,47.5,0,0,0,15.0635678593,15.0635678593,27182.04286972,0,0,31.9507690004,0,24,25,109.708333333333
"829","WEST ASEMBO",17,14,6,7,4,6,7,1,1225,621,1846,9.209100758,7.58396533,3.250270856,3.791982665,2.166847237,3.250270856,3.791982665,0.541711809,1.54285714,61.15384615,0,0,0,32.2419502255,32.2419502255,33424.48577615,0,1,14.7649583772,0,131,32,14.0916030534351
"830","WEST BUNYORE",71,68,26,29,16,26,26,16,1183,549,1732,40.99307159,39.26096998,15.01154734,16.74364896,9.237875289,15.01154734,15.01154734,9.237875289,3.315,50,0,0,1,0.708485281253,0.708485281253,29739.76761325,0,0,4.09172252763,0,31,11,55.8709677419355
